"Prediction_Source","Source_File","Source_Row","Pharma_Model","PDB_ID","Num_Feature","Fit","Norm_Fit","zscore","Target_Name_Raw","UniProt_Field_Raw","Class_Raw","Function_Raw","Disease_Raw","Indication_Raw","Mapping_Method","Mapping_Status","Gene_Symbol","UniProt_accession","UniProt_entry_name","UniProt_reviewed","Species","TaxID","Protein_Name_UniProt","Is_Human","Meets_Strict","Meets_Relaxed","Meets_Exploratory","Compound","PubChem_CID","Processing_Date"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","223","3cla_v","3CLA","5","2.762","0.5525","0.446725","Chloramphenicol acetyltransferase 3","P00484","NONE","Involved in chloramphenicol O-acetyltransferase activity","NONE","Used in treatment of cholera, as it destroys the vibrios and decreases the diarrhea. It is effective against tetracycline-resistant vibrios. It is also used in eye drops or ointment to treat bacterial conjunctivitis.","UniProt_field","mapped","cat3","P00484","CAT3_ECOLX","reviewed","Escherichia coli","562","Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol acetyltransferase III) (CAT-III)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","224","1a95_v","1A95","5","2.762","0.5523","0.372458","Xanthine phosphoribosyltransferase","P0A9M5","NONE","Nucleotide transport and metabolism","NONE","NONE","UniProt_field","mapped","gpt","P0A9M5","XGPT_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.-) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","225","1nhx_v","1NHX","6","3.312","0.552","1.65563","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","P35558","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","PCK1","P35558","PCKGC_HUMAN","reviewed","Homo sapiens (Human)","9606","Phosphoenolpyruvate carboxykinase, cytosolic [GTP] (PEPCK-C) (EC 4.1.1.32) (Serine-protein kinase PCK1) (EC 2.7.11.-)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","226","2trx_v","2TRX","5","2.759","0.5518","0.493062","Thioredoxin-1","P0AA25","NONE","Posttranslational modification, protein turnover, chaperones","NONE","NONE","UniProt_field","mapped","trxA","P0AA25","THIO_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Thioredoxin 1 (Trx-1)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","227","1ewk_v","1EWK","5","2.758","0.5517","0.416124","Metabotropic glutamate receptor 1","P23385","NONE","G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling activates a phosphatidylinositol-calcium second messenger system. May participate in the central action of glutamate in the CNS, such as long-term potentiation in the hippocampus and long-term depression in the cerebellum.","NONE","NONE","UniProt_field","mapped","Grm1","P23385","GRM1_RAT","reviewed","Rattus norvegicus (Rat)","10116","Metabotropic glutamate receptor 1 (mGluR1)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","228","1e7s_v","1E7S","5","2.751","0.5502","-0.0865969","GDP-L-fucose synthetase","P32055","NONE","Cell wall/membrane/envelope biogenesis","NONE","NONE","UniProt_field","mapped","fcl","P32055","FCL_ECOLI","reviewed","Escherichia coli (strain K12)","83333","GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","229","3bzu_v","3BZU","5","2.75","0.55","0.438497","Corticosteroid 11-beta-dehydrogenase isozyme 1","DHI1_HUMAN","OXIDOREDUCTASE","Catalyzes reversibly the conversion of cortisol to the inactive metabolite cortisone. Catalyzes reversibly the conversion of 7-ketocholesterol to 7-beta-hydroxycholesterol. In intact cells, the reaction runs only in one direction, from 7- ketocholesterol","Defects in HSD11B1 are a cause of cortisone reductase deficiency (CRD) [MIM:604931]. In CRD, activation of cortisone to cortisol does not occur, resulting in adrenocorticotropin-mediated androgen excess and a phenotype resembling polycystic ovary syndrome (PCOS).","Non-insulin dependent diabetes;Rheumatoid arthritis;Diabetes mellitus;Obesity;Atherosclerosis;Metabolic disorder;Periodontitis","UniProt_field","mapped","HSD11B1","P28845","DHI1_HUMAN","reviewed","Homo sapiens (Human)","9606","11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1) (Short chain dehydrogenase/reductase family 26C member 1)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","230","1rbn_v","1RBN","6","3.29","0.5483","2.44838","Ribonuclease pancreatic","P61823","NONE","Involved in nucleic acid binding","NONE","There is no support for the claim that aspartates are exercise performance enhancers, i.e. ergogenic aids.","UniProt_field","mapped","RNASE1","P61823","RNAS1_BOVIN","reviewed","Bos taurus (Bovine)","9913","Ribonuclease pancreatic (EC 4.6.1.18) (RNase 1) (RNase A)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","231","2r7b_v","2R7B","5","2.739","0.5479","0.599718","3-phosphoinositide-dependent protein kinase 1","PDPK1_HUMAN","SIGNALING PROTEIN, TRANSFERASE","Phosphorylates and activates not only PKB/AKT, but also PKA, PKC-zeta, RPS6KA1 and RPS6KB1. May play a general role in signaling processes and in development (By similarity). Isoform 3 is catalytically inactive.","NONE","NONE","UniProt_field","mapped","PDPK1","O15530","PDPK1_HUMAN","reviewed","Homo sapiens (Human)","9606","3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","232","1n5v_v","1N5V","5","2.738","0.5476","0.159536","ActVA 6 protein","Q53908","NONE","Involved in oxidoreductase activity","NONE","NONE","UniProt_field","mapped","actVA 6","Q53908","Q53908_STRCH","unreviewed","Streptomyces coelicolor","1902","ActVA 6 protein","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","233","1w1a_v","1W1A","5","2.728","0.5455","0.149846","Probable polysaccharide deacetylase pdaA","O34928","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","pdaA","O34928","PDAA_BACSU","reviewed","Bacillus subtilis (strain 168)","224308","Peptidoglycan-N-acetylmuramic acid deacetylase PdaA (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-) (Muramic-delta-lactam synthase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","234","1lgt_v","1LGT","5","2.721","0.5442","0.144565","Biphenyl-2,3-diol 1,2-dioxygenase","P47228","NONE","Amino acid transport and metabolism","NONE","NONE","UniProt_field","mapped","bphC","P47228","BPHC_PARXL","reviewed","Paraburkholderia xenovorans (strain LB400)","266265","Biphenyl-2,3-diol 1,2-dioxygenase (EC 1.13.11.39) (2,3-dihydroxybiphenyl dioxygenase) (DHBD) (23OHBP oxygenase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","235","1n2j_v","1N2J","5","2.719","0.5437","0.238253","Pantothenate synthetase","P0A5R0","NONE","Coenzyme transport and metabolism","NONE","NONE","UniProt_field","mapped","","P0A5R0","PANC_MYCTU","","","","demerged","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","236","1muu_v","1MUU","5","2.715","0.543","0.0763317","GDP-mannose 6-dehydrogenase","P11759","NONE","Cell wall/membrane/envelope biogenesis","NONE","NONE","UniProt_field","mapped","algD","P11759","ALGD_PSEAE","reviewed","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)","208964","GDP-mannose 6-dehydrogenase (GMD) (EC 1.1.1.132) (Guanosine diphospho-D-mannose dehydrogenase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","237","1gt7_v","1GT7","5","2.712","0.5424","0.0961181","Rhamnulose-1-phosphate aldolase","P32169","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","rhaD","P32169","RHAD_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","238","2arc_v","2ARC","4","2.168","0.5421","-1.21526","Arabinose operon regulatory protein","P0A9E0","NONE","This protein controls the expression of at least six genes that are involved in the transport and catabolism of L-arabinose. It regulates initiation of transcription of the araBAD operon and it also controls its own synthesis. The L-arabinose operon displays both positive and negative regulation through AraC.","NONE","NONE","UniProt_field","mapped","araC","P0A9E0","ARAC_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Arabinose operon regulatory protein (HTH-type transcriptional regulator AraC)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","239","1p0b_v","1P0B","5","2.706","0.5412","0.452053","Queuine tRNA-ribosyltransferase","P28720","NONE","Translation, ribosomal structure and biogenesis","NONE","NONE","UniProt_field","mapped","tgt","P28720","TGT_ZYMMO","reviewed","Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)","264203","Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","240","1tw5_v","1TW5","5","2.706","0.5412","0.281604","Beta-1,4-galactosyltransferase 1","P08037","NONE","The Golgi complex form catalyzes the production of lactose in the lactating mammary gland and could also be responsible for the synthesis of complex-type N-linked oligosaccharides in many glycoproteins as well as the carbohydrate moieties of glycolipids.","NONE","NONE","UniProt_field","mapped","B4GALT1","P08037","B4GT1_BOVIN","reviewed","Bos taurus (Bovine)","9913","Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","241","1iub_v","1IUB","5","2.705","0.5411","0.342114","Fucose-specific lectin","P18891","NONE","Might have a role in the differentiation of cells. Binds L-fucose","NONE","NONE","UniProt_field","mapped","","P18891","LECF_ALEAU","reviewed","Aleuria aurantia (Orange peel mushroom)","5188","Fucose-specific lectin (Aleuria aurantia lectin) (AAL)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","242","1fsg_v","1FSG","5","2.701","0.5401","0.134817","Hypoxanthine-guanine-xanthine phosphoribosyltransferase","Q26997","NONE","Nucleotide transport and metabolism","NONE","NONE","UniProt_field","mapped","HPRT","Q26997","HGXR_TOXGO","reviewed","Toxoplasma gondii","5811","Hypoxanthine-guanine-xanthine phosphoribosyltransferase (HGPRT) (HGXPRT) (HGXPRTase) (EC 2.4.2.22) (EC 2.4.2.8)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","243","1k7t_v","1K7T","5","2.696","0.5392","0.220636","Agglutinin isolectin 3","P10969","NONE","Involved in chitin binding","NONE","NONE","UniProt_field","mapped","","P10969","AGI3_WHEAT","reviewed","Triticum aestivum (Wheat)","4565","Agglutinin isolectin 3 (WGA3)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","244","1red_v","1RED","6","3.234","0.5389","2.27724","Endo-1,4-beta-xylanase 2","P36217","NONE","Involved in hydrolase activity, hydrolyzing O-glycosyl compounds","NONE","NONE","UniProt_field","mapped","xyn2","P36217","XYN2_TRIR3","reviewed","Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina)","1344414","Endo-1,4-beta-xylanase 2 (EX 2) (Xylanase 2) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 2) (Alkaline endo-beta-1,4-xylanase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","245","2puu_v","2PUU","5","2.693","0.5385","0.427453","Mitogen-activated protein kinase 14","P47811","NONE","Involved in MAP kinase activity","NONE","NONE","UniProt_field","mapped","Mapk14","P47811","MK14_MOUSE","reviewed","Mus musculus (Mouse)","10090","Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (CRK1) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","246","1fq0_v","1FQ0","5","2.687","0.5373","-0.127331","KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase","P0A955","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","eda","P0A955","ALKH_ECOLI","reviewed","Escherichia coli (strain K12)","83333","KHG/KDPG aldolase ((4S)-4-hydroxy-2-oxoglutarate aldolase) (EC 4.1.3.42) (2-dehydro-3-deoxy-phosphogluconate aldolase) (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG aldolase) (2-keto-4-hydroxyglutarate aldolase) (KHG aldolase) (Ketohydroxyglutarate aldolase) (Entner-Douderoff aldolase) (Oxaloacetate decarboxylase) (EC 4.1.1.112) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","247","1mvq_v","1MVQ","5","2.681","0.5363","0.281967","Mannose/glucose-specific lectin Cramoll","P83721","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","","P83721","LEC1_CRAMO","reviewed","Cratylia mollis (Camaratu bean)","252530","Mannose/glucose-specific lectin Cramoll (Iso1) [Cleaved into: Cramoll alpha chain; Cramoll beta chain]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","248","1jgs_v","1JGS","4","2.145","0.5362","-2.06225","Multiple antibiotic resistance protein marR","P27245","NONE","Repressor of the marRAB operon which is involved in the activation of both antibiotic resistance and oxidative stress genes. Binds to the marO operator/promoter site.","NONE","NONE","UniProt_field","mapped","marR","P27245","MARR_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Multiple antibiotic resistance protein MarR","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","249","1hxp_v","1HXP","5","2.677","0.5355","0.0220295","Galactose-1-phosphate uridylyltransferase","P09148","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","galT","P09148","GAL7_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","250","1lwd_v","1LWD","7","3.744","0.5348","2.44349","Isocitrate dehydrogenase [NADP], mitochondrial","P33198","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","IDH2","P33198","IDHP_PIG","reviewed","Sus scrofa (Pig)","9823","Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","251","1nqa_v","1NQA","6","3.208","0.5347","0.958836","Glyceraldehyde-3-phosphate dehydrogenase","P00362","NONE","Involved in glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity","NONE","NONE","UniProt_field","mapped","gap","P00362","G3P_GEOSE","reviewed","Geobacillus stearothermophilus (Bacillus stearothermophilus)","1422","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","252","1jeo_v","1JEO","6","3.208","0.5346","2.29593","3-hexulose-6-phosphate isomerase","Q58644","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","phi","Q58644","PHI_METJA","reviewed","Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)","243232","3-hexulose-6-phosphate isomerase (EC 5.3.1.27) (6-phospho-3-hexuloisomerase) (PHI)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","253","1qw8_v","1QW8","7","3.742","0.5345","3.51408","Alpha-N-arabinofuranosidase","Q9XBQ3","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","abfA","Q9XBQ3","IABF_GEOSE","reviewed","Geobacillus stearothermophilus (Bacillus stearothermophilus)","1422","Intracellular exo-alpha-(1->5)-L-arabinofuranosidase (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase) (Arabinosidase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","254","1pl6_v","1PL6","5","2.671","0.5341","-0.352012","Sorbitol dehydrogenase","DHSO_HUMAN","OXIDOREDUCTASE","NONE","NONE","Diabetic complication","UniProt_field","mapped","SORD","Q00796","DHSO_HUMAN","reviewed","Homo sapiens (Human)","9606","Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) ((R,R)-butanediol dehydrogenase) (EC 1.1.1.4) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","255","5abp_v","5ABP","5","2.667","0.5334","-0.404783","L-arabinose-binding periplasmic protein","P02924","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","araF","P02924","ARAF_ECOLI","reviewed","Escherichia coli (strain K12)","83333","L-arabinose-binding periplasmic protein (ABP)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","256","1vcl_v","1VCL","5","2.659","0.5317","0.307106","Hemolytic lectin CEL-III","Q868M7","NONE","NONE","NONE","NONE","UniProt_field","mapped","cel3","Q868M7","CEL3_PSEEC","reviewed","Pseudocnus echinatus (Sea cucumber) (Cucumaria echinata)","2592315","Galactose/N-acetylgalactosamine-binding lectin CEL-III (Gal/GalNAc-binding lectin CEL-III) (CEL-III) (Hemolytic lectin CEL-III) (Lectin CEL-III)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","257","1j0n_v","1J0N","7","3.717","0.5309","2.56402","Xanthan lyase","Q9AQS0","NONE","Involved in catalytic activity","NONE","NONE","UniProt_field","mapped","xly","Q9AQS0","XANLY_BACGL","reviewed","Bacillus sp. (strain GL1)","84635","Xanthan lyase (EC 4.2.2.12)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","258","1umz_v","1UMZ","5","2.649","0.5299","0.237825","Xyloglucan endotransglycosylase","Q8GZD5","NONE","Involved in hydrolase activity, hydrolyzing O-glycosyl compounds","NONE","NONE","UniProt_field","mapped","XTH16-34","Q8GZD5","XTH34_POPPZ","reviewed","Populus tremula x Populus tremuloides (Hybrid aspen)","47664","Xyloglucan endotransglucosylase protein 34 (XET protein 34) (EC 2.4.1.207) (PttXET16-34) (PttXET16A) (Xyloglucan endotransglucosylase protein 16A) (XET protein 16A) (Xyloglucan endotransglucosylase/hydrolase protein 34) (XTH protein 34)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","259","1tti_v","1TTI","5","2.649","0.5297","-0.184314","Triosephosphate isomerase, glycosomal","P04789","NONE","Carbohydrate transport and metabolism","NONE","For the symptomatic relief of patients with interstitial cystitis.","UniProt_field","mapped","","P04789","TPIS_TRYBB","reviewed","Trypanosoma brucei brucei","5702","Triosephosphate isomerase, glycosomal (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","260","1kiz_v","1KIZ","5","2.645","0.529","-0.583727","Trichodiene synthase","P13513","NONE","Involved in trichodiene synthase activity","NONE","NONE","UniProt_field","mapped","TRI5","P13513","TRI5_FUSSP","reviewed","Fusarium sporotrichioides","5514","Trichodiene synthase (EC 4.2.3.6) (Core trichothecene cluster (CTC) protein 5) (Sesquiterpene cyclase TRI5) (TS)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","261","2q6c_v","2Q6C","5","2.64","0.5281","-0.0346007","3-hydroxy-3-methylglutaryl-coenzyme A reductase","HMDH_HUMAN","OXIDOREDUCTASE","This transmembrane glycoprotein is involved in the control of cholesterol biosynthesis. It is the rate-limiting enzyme of sterol biosynthesis.","NONE","Alzheimers disease;Renal disease;Lipid metabolism disorder;Cardiac failure;Hyperlipidemia;Intermittent claudication;Myocardial infarction;Coronary artery disease;Glioma;Hypercholesterolemia;Atherosclerosis;Peripheral arterial occlusive disease;Cardiovascular disease;Congestive heart failure;Angina;Hypertension;Heart disease;Cerebrovascular ischemia;Osteoporosis","UniProt_field","mapped","HMGCR","P04035","HMDH_HUMAN","reviewed","Homo sapiens (Human)","9606","3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","262","1pzm_v","1PZM","5","2.633","0.5266","-0.533244","Hypoxanthine-guanine phosphoribosyltransferase","Q9NJI5","NONE","Involved in hypoxanthine phosphoribosyltransferase activity","NONE","NONE","UniProt_field","mapped","hgprt","Q9NJI5","Q9NJI5_LEITA","unreviewed","Leishmania tarentolae (Sauroleishmania tarentolae)","5689","Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","263","1ksv_v","1KSV","5","2.631","0.5262","0.0441142","Ribosomal small subunit pseudouridine synthase A","P0AA43","NONE","Translation, ribosomal structure and biogenesis","NONE","NONE","UniProt_field","mapped","rsuA","P0AA43","RSUA_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","264","1w55_v","1W55","5","2.627","0.5255","-0.482013","Bifunctional enzyme ispD/ispF","Q9PM68","NONE","Lipid transport and metabolism","NONE","NONE","UniProt_field","mapped","ispDF","Q9PM68","ISPDF_CAMJE","reviewed","Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)","192222","Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT); 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
